group_id,input_time,input_file_t0,input_file_t3,input_file_t10,input_file_t13,target_0h_expected,target_0h_actual,target_0h_file,target_0h_mode,target_0h_diff_sec,target_1h_expected,target_1h_actual,target_1h_file,target_1h_mode,target_1h_diff_sec,target_2h_expected,target_2h_actual,target_2h_file,target_2h_mode,target_2h_diff_sec,target_3h_expected,target_3h_actual,target_3h_file,target_3h_mode,target_3h_diff_sec
48,2025-08-01 16:00:08,NHB250801160008.RAWLU56,NHB250801160304.RAWLU5A,NHB250801161008.RAWLU5D,NHB250801161303.RAWLU5H,2025-08-01 16:00:08,2025-08-01 16:00:08,NHB250801160008.RAWLU56,Long Range,0.0,2025-08-01 17:00:08,2025-08-01 17:00:08,NHB250801170008.RAWLU6F,Long Range,0.0,2025-08-01 18:00:08,2025-08-01 18:00:09,NHB250801180009.RAWLU7R,Long Range,1.0,2025-08-01 19:00:08,2025-08-01 19:00:08,NHB250801190008.RAWLU90,Long Range,0.0
49,2025-08-01 16:20:07,NHB250801162007.RAWLU5L,NHB250801162303.RAWLU5R,NHB250801163007.RAWLU5U,NHB250801163305.RAWLU5Y,2025-08-01 16:20:07,2025-08-01 16:20:07,NHB250801162007.RAWLU5L,Long Range,0.0,2025-08-01 17:20:07,2025-08-01 17:20:08,NHB250801172008.RAWLU6W,Long Range,1.0,2025-08-01 18:20:07,2025-08-01 18:20:07,NHB250801182007.RAWLU85,Long Range,0.0,2025-08-01 19:20:07,2025-08-01 19:20:08,NHB250801192008.RAWLU9E,Long Range,1.0
50,2025-08-01 16:40:08,NHB250801164008.RAWLU61,NHB250801164303.RAWLU65,NHB250801165009.RAWLU68,NHB250801165303.RAWLU6C,2025-08-01 16:40:08,2025-08-01 16:40:08,NHB250801164008.RAWLU61,Long Range,0.0,2025-08-01 17:40:08,2025-08-01 17:40:07,NHB250801174007.RAWLU7A,Long Range,1.0,2025-08-01 18:40:08,2025-08-01 18:40:08,NHB250801184008.RAWLU8K,Long Range,0.0,2025-08-01 19:40:08,2025-08-01 19:40:07,NHB250801194007.RAWLU9V,Long Range,1.0
51,2025-08-01 17:00:08,NHB250801170008.RAWLU6F,NHB250801170304.RAWLU6K,NHB250801171008.RAWLU6N,NHB250801171303.RAWLU6T,2025-08-01 17:00:08,2025-08-01 17:00:08,NHB250801170008.RAWLU6F,Long Range,0.0,2025-08-01 18:00:08,2025-08-01 18:00:09,NHB250801180009.RAWLU7R,Long Range,1.0,2025-08-01 19:00:08,2025-08-01 19:00:08,NHB250801190008.RAWLU90,Long Range,0.0,2025-08-01 20:00:08,2025-08-01 20:00:08,NHB250801200008.RAWLUA9,Long Range,0.0
52,2025-08-01 17:20:08,NHB250801172008.RAWLU6W,NHB250801172303.RAWLU70,NHB250801173007.RAWLU73,NHB250801173303.RAWLU77,2025-08-01 17:20:08,2025-08-01 17:20:08,NHB250801172008.RAWLU6W,Long Range,0.0,2025-08-01 18:20:08,2025-08-01 18:20:07,NHB250801182007.RAWLU85,Long Range,1.0,2025-08-01 19:20:08,2025-08-01 19:20:08,NHB250801192008.RAWLU9E,Long Range,0.0,2025-08-01 20:20:08,2025-08-01 20:20:08,NHB250801202008.RAWLUAP,Long Range,0.0
53,2025-08-01 17:40:07,NHB250801174007.RAWLU7A,NHB250801174303.RAWLU7E,NHB250801175008.RAWLU7H,NHB250801175304.RAWLU7M,2025-08-01 17:40:07,2025-08-01 17:40:07,NHB250801174007.RAWLU7A,Long Range,0.0,2025-08-01 18:40:07,2025-08-01 18:40:08,NHB250801184008.RAWLU8K,Long Range,1.0,2025-08-01 19:40:07,2025-08-01 19:40:07,NHB250801194007.RAWLU9V,Long Range,0.0,2025-08-01 20:40:07,2025-08-01 20:40:08,NHB250801204008.RAWLUB4,Long Range,1.0
54,2025-08-01 18:00:09,NHB250801180009.RAWLU7R,NHB250801180303.RAWLU7V,NHB250801181008.RAWLU7Y,NHB250801181303.RAWLU82,2025-08-01 18:00:09,2025-08-01 18:00:09,NHB250801180009.RAWLU7R,Long Range,0.0,2025-08-01 19:00:09,2025-08-01 19:00:08,NHB250801190008.RAWLU90,Long Range,1.0,2025-08-01 20:00:09,2025-08-01 20:00:08,NHB250801200008.RAWLUA9,Long Range,1.0,2025-08-01 21:00:09,2025-08-01 21:00:07,NHB250801210007.RAWLUBJ,Long Range,2.0
55,2025-08-01 18:20:07,NHB250801182007.RAWLU85,NHB250801182303.RAWLU89,NHB250801183008.RAWLU8C,NHB250801183303.RAWLU8G,2025-08-01 18:20:07,2025-08-01 18:20:07,NHB250801182007.RAWLU85,Long Range,0.0,2025-08-01 19:20:07,2025-08-01 19:20:08,NHB250801192008.RAWLU9E,Long Range,1.0,2025-08-01 20:20:07,2025-08-01 20:20:08,NHB250801202008.RAWLUAP,Long Range,1.0,2025-08-01 21:20:07,2025-08-01 21:20:07,NHB250801212007.RAWLUBZ,Long Range,0.0
56,2025-08-01 18:40:08,NHB250801184008.RAWLU8K,NHB250801184304.RAWLU8P,NHB250801185008.RAWLU8T,NHB250801185304.RAWLU8X,2025-08-01 18:40:08,2025-08-01 18:40:08,NHB250801184008.RAWLU8K,Long Range,0.0,2025-08-01 19:40:08,2025-08-01 19:40:07,NHB250801194007.RAWLU9V,Long Range,1.0,2025-08-01 20:40:08,2025-08-01 20:40:08,NHB250801204008.RAWLUB4,Long Range,0.0,2025-08-01 21:40:08,2025-08-01 21:40:08,NHB250801214008.RAWLUCD,Long Range,0.0
57,2025-08-01 19:00:08,NHB250801190008.RAWLU90,NHB250801190304.RAWLU94,NHB250801191008.RAWLU97,NHB250801191303.RAWLU9B,2025-08-01 19:00:08,2025-08-01 19:00:08,NHB250801190008.RAWLU90,Long Range,0.0,2025-08-01 20:00:08,2025-08-01 20:00:08,NHB250801200008.RAWLUA9,Long Range,0.0,2025-08-01 21:00:08,2025-08-01 21:00:07,NHB250801210007.RAWLUBJ,Long Range,1.0,2025-08-01 22:00:08,2025-08-01 22:00:07,NHB250801220007.RAWLUCU,Long Range,1.0
58,2025-08-01 19:20:08,NHB250801192008.RAWLU9E,NHB250801192303.RAWLU9J,NHB250801193007.RAWLU9M,NHB250801193303.RAWLU9S,2025-08-01 19:20:08,2025-08-01 19:20:08,NHB250801192008.RAWLU9E,Long Range,0.0,2025-08-01 20:20:08,2025-08-01 20:20:08,NHB250801202008.RAWLUAP,Long Range,0.0,2025-08-01 21:20:08,2025-08-01 21:20:07,NHB250801212007.RAWLUBZ,Long Range,1.0,2025-08-01 22:20:08,2025-08-01 22:20:08,NHB250801222008.RAWLUD8,Long Range,0.0
59,2025-08-01 19:40:07,NHB250801194007.RAWLU9V,NHB250801194304.RAWLU9Z,NHB250801195008.RAWLUA2,NHB250801195305.RAWLUA6,2025-08-01 19:40:07,2025-08-01 19:40:07,NHB250801194007.RAWLU9V,Long Range,0.0,2025-08-01 20:40:07,2025-08-01 20:40:08,NHB250801204008.RAWLUB4,Long Range,1.0,2025-08-01 21:40:07,2025-08-01 21:40:08,NHB250801214008.RAWLUCD,Long Range,1.0,2025-08-01 22:40:07,2025-08-01 22:40:08,NHB250801224008.RAWLUDN,Long Range,1.0
60,2025-08-01 20:00:08,NHB250801200008.RAWLUA9,NHB250801200303.RAWLUAD,NHB250801201008.RAWLUAG,NHB250801201304.RAWLUAL,2025-08-01 20:00:08,2025-08-01 20:00:08,NHB250801200008.RAWLUA9,Long Range,0.0,2025-08-01 21:00:08,2025-08-01 21:00:07,NHB250801210007.RAWLUBJ,Long Range,1.0,2025-08-01 22:00:08,2025-08-01 22:00:07,NHB250801220007.RAWLUCU,Long Range,1.0,2025-08-01 23:00:08,2025-08-01 23:00:07,NHB250801230007.RAWLUE3,Long Range,1.0
61,2025-08-01 20:20:08,NHB250801202008.RAWLUAP,NHB250801202303.RAWLUAU,NHB250801203008.RAWLUAX,NHB250801203303.RAWLUB1,2025-08-01 20:20:08,2025-08-01 20:20:08,NHB250801202008.RAWLUAP,Long Range,0.0,2025-08-01 21:20:08,2025-08-01 21:20:07,NHB250801212007.RAWLUBZ,Long Range,1.0,2025-08-01 22:20:08,2025-08-01 22:20:08,NHB250801222008.RAWLUD8,Long Range,0.0,2025-08-01 23:20:08,2025-08-01 23:20:08,NHB250801232008.RAWLUEH,Long Range,0.0
62,2025-08-01 20:40:08,NHB250801204008.RAWLUB4,NHB250801204304.RAWLUB8,NHB250801205007.RAWLUBB,NHB250801205304.RAWLUBF,2025-08-01 20:40:08,2025-08-01 20:40:08,NHB250801204008.RAWLUB4,Long Range,0.0,2025-08-01 21:40:08,2025-08-01 21:40:08,NHB250801214008.RAWLUCD,Long Range,0.0,2025-08-01 22:40:08,2025-08-01 22:40:08,NHB250801224008.RAWLUDN,Long Range,0.0,2025-08-01 23:40:08,2025-08-01 23:40:07,NHB250801234007.RAWLUEY,Long Range,1.0
63,2025-08-01 21:00:07,NHB250801210007.RAWLUBJ,NHB250801210303.RAWLUBN,NHB250801211008.RAWLUBS,NHB250801211303.RAWLUBW,2025-08-01 21:00:07,2025-08-01 21:00:07,NHB250801210007.RAWLUBJ,Long Range,0.0,2025-08-01 22:00:07,2025-08-01 22:00:07,NHB250801220007.RAWLUCU,Long Range,0.0,2025-08-01 23:00:07,2025-08-01 23:00:07,NHB250801230007.RAWLUE3,Long Range,0.0,2025-08-02 00:00:07,2025-08-02 00:00:08,NHB250802000008.RAWLUFC,Long Range,1.0
64,2025-08-01 21:20:07,NHB250801212007.RAWLUBZ,NHB250801212303.RAWLUC3,NHB250801213008.RAWLUC6,NHB250801213304.RAWLUCA,2025-08-01 21:20:07,2025-08-01 21:20:07,NHB250801212007.RAWLUBZ,Long Range,0.0,2025-08-01 22:20:07,2025-08-01 22:20:08,NHB250801222008.RAWLUD8,Long Range,1.0,2025-08-01 23:20:07,2025-08-01 23:20:08,NHB250801232008.RAWLUEH,Long Range,1.0,2025-08-02 00:20:07,2025-08-02 00:20:07,NHB250802002007.RAWLUFT,Long Range,0.0
65,2025-08-01 21:40:08,NHB250801214008.RAWLUCD,NHB250801214303.RAWLUCH,NHB250801215008.RAWLUCL,NHB250801215303.RAWLUCR,2025-08-01 21:40:08,2025-08-01 21:40:08,NHB250801214008.RAWLUCD,Long Range,0.0,2025-08-01 22:40:08,2025-08-01 22:40:08,NHB250801224008.RAWLUDN,Long Range,0.0,2025-08-01 23:40:08,2025-08-01 23:40:07,NHB250801234007.RAWLUEY,Long Range,1.0,2025-08-02 00:40:08,2025-08-02 00:40:08,NHB250802004008.RAWLUG7,Long Range,0.0
66,2025-08-01 22:00:07,NHB250801220007.RAWLUCU,NHB250801220304.RAWLUCY,NHB250801221008.RAWLUD1,NHB250801221304.RAWLUD5,2025-08-01 22:00:07,2025-08-01 22:00:07,NHB250801220007.RAWLUCU,Long Range,0.0,2025-08-01 23:00:07,2025-08-01 23:00:07,NHB250801230007.RAWLUE3,Long Range,0.0,2025-08-02 00:00:07,2025-08-02 00:00:08,NHB250802000008.RAWLUFC,Long Range,1.0,2025-08-02 01:00:07,2025-08-02 01:00:07,NHB250802010007.RAWLUGM,Long Range,0.0
67,2025-08-01 22:20:08,NHB250801222008.RAWLUD8,NHB250801222304.RAWLUDC,NHB250801223007.RAWLUDF,NHB250801223304.RAWLUDK,2025-08-01 22:20:08,2025-08-01 22:20:08,NHB250801222008.RAWLUD8,Long Range,0.0,2025-08-01 23:20:08,2025-08-01 23:20:08,NHB250801232008.RAWLUEH,Long Range,0.0,2025-08-02 00:20:08,2025-08-02 00:20:07,NHB250802002007.RAWLUFT,Long Range,1.0,2025-08-02 01:20:08,2025-08-02 01:20:08,NHB250802012008.RAWLUH2,Long Range,0.0
68,2025-08-01 22:40:08,NHB250801224008.RAWLUDN,NHB250801224303.RAWLUDT,NHB250801225007.RAWLUDW,NHB250801225304.RAWLUE0,2025-08-01 22:40:08,2025-08-01 22:40:08,NHB250801224008.RAWLUDN,Long Range,0.0,2025-08-01 23:40:08,2025-08-01 23:40:07,NHB250801234007.RAWLUEY,Long Range,1.0,2025-08-02 00:40:08,2025-08-02 00:40:08,NHB250802004008.RAWLUG7,Long Range,0.0,2025-08-02 01:40:08,2025-08-02 01:40:08,NHB250802014008.RAWLUHG,Long Range,0.0
69,2025-08-01 23:00:07,NHB250801230007.RAWLUE3,NHB250801230303.RAWLUE7,NHB250801231007.RAWLUEA,NHB250801231304.RAWLUEE,2025-08-01 23:00:07,2025-08-01 23:00:07,NHB250801230007.RAWLUE3,Long Range,0.0,2025-08-02 00:00:07,2025-08-02 00:00:08,NHB250802000008.RAWLUFC,Long Range,1.0,2025-08-02 01:00:07,2025-08-02 01:00:07,NHB250802010007.RAWLUGM,Long Range,0.0,2025-08-02 02:00:07,2025-08-02 02:00:07,NHB250802020007.RAWLUHX,Long Range,0.0
70,2025-08-01 23:20:08,NHB250801232008.RAWLUEH,NHB250801232303.RAWLUEM,NHB250801233008.RAWLUER,NHB250801233305.RAWLUEV,2025-08-01 23:20:08,2025-08-01 23:20:08,NHB250801232008.RAWLUEH,Long Range,0.0,2025-08-02 00:20:08,2025-08-02 00:20:07,NHB250802002007.RAWLUFT,Long Range,1.0,2025-08-02 01:20:08,2025-08-02 01:20:08,NHB250802012008.RAWLUH2,Long Range,0.0,2025-08-02 02:20:08,2025-08-02 02:20:08,NHB250802022008.RAWLUJB,Long Range,0.0
71,2025-08-01 23:40:07,NHB250801234007.RAWLUEY,NHB250801234304.RAWLUF2,NHB250801235008.RAWLUF5,NHB250801235303.RAWLUF9,2025-08-01 23:40:07,2025-08-01 23:40:07,NHB250801234007.RAWLUEY,Long Range,0.0,2025-08-02 00:40:07,2025-08-02 00:40:08,NHB250802004008.RAWLUG7,Long Range,1.0,2025-08-02 01:40:07,2025-08-02 01:40:08,NHB250802014008.RAWLUHG,Long Range,1.0,2025-08-02 02:40:07,2025-08-02 02:40:08,NHB250802024008.RAWLUJS,Long Range,1.0
72,2025-08-02 00:00:08,NHB250802000008.RAWLUFC,NHB250802000303.RAWLUFG,NHB250802001007.RAWLUFK,NHB250802001303.RAWLUFP,2025-08-02 00:00:08,2025-08-02 00:00:08,NHB250802000008.RAWLUFC,Long Range,0.0,2025-08-02 01:00:08,2025-08-02 01:00:07,NHB250802010007.RAWLUGM,Long Range,1.0,2025-08-02 02:00:08,2025-08-02 02:00:07,NHB250802020007.RAWLUHX,Long Range,1.0,2025-08-02 03:00:08,2025-08-02 03:00:08,NHB250802030008.RAWLUK6,Long Range,0.0
73,2025-08-02 00:20:07,NHB250802002007.RAWLUFT,NHB250802002304.RAWLUFX,NHB250802003009.RAWLUG0,NHB250802003303.RAWLUG4,2025-08-02 00:20:07,2025-08-02 00:20:07,NHB250802002007.RAWLUFT,Long Range,0.0,2025-08-02 01:20:07,2025-08-02 01:20:08,NHB250802012008.RAWLUH2,Long Range,1.0,2025-08-02 02:20:07,2025-08-02 02:20:08,NHB250802022008.RAWLUJB,Long Range,1.0,2025-08-02 03:20:07,2025-08-02 03:20:07,NHB250802032007.RAWLUKL,Long Range,0.0
74,2025-08-02 00:40:08,NHB250802004008.RAWLUG7,NHB250802004304.RAWLUGB,NHB250802005007.RAWLUGE,NHB250802005304.RAWLUGJ,2025-08-02 00:40:08,2025-08-02 00:40:08,NHB250802004008.RAWLUG7,Long Range,0.0,2025-08-02 01:40:08,2025-08-02 01:40:08,NHB250802014008.RAWLUHG,Long Range,0.0,2025-08-02 02:40:08,2025-08-02 02:40:08,NHB250802024008.RAWLUJS,Long Range,0.0,2025-08-02 03:40:08,2025-08-02 03:40:08,NHB250802034008.RAWLUL1,Long Range,0.0
75,2025-08-02 01:00:07,NHB250802010007.RAWLUGM,NHB250802010304.RAWLUGS,NHB250802011008.RAWLUGV,NHB250802011304.RAWLUGZ,2025-08-02 01:00:07,2025-08-02 01:00:07,NHB250802010007.RAWLUGM,Long Range,0.0,2025-08-02 02:00:07,2025-08-02 02:00:07,NHB250802020007.RAWLUHX,Long Range,0.0,2025-08-02 03:00:07,2025-08-02 03:00:08,NHB250802030008.RAWLUK6,Long Range,1.0,2025-08-02 04:00:07,2025-08-02 04:00:08,NHB250802040008.RAWLULF,Long Range,1.0
76,2025-08-02 01:20:08,NHB250802012008.RAWLUH2,NHB250802012303.RAWLUH6,NHB250802013008.RAWLUH9,NHB250802013303.RAWLUHD,2025-08-02 01:20:08,2025-08-02 01:20:08,NHB250802012008.RAWLUH2,Long Range,0.0,2025-08-02 02:20:08,2025-08-02 02:20:08,NHB250802022008.RAWLUJB,Long Range,0.0,2025-08-02 03:20:08,2025-08-02 03:20:07,NHB250802032007.RAWLUKL,Long Range,1.0,2025-08-02 04:20:08,2025-08-02 04:20:09,NHB250802042009.RAWLULW,Long Range,1.0
77,2025-08-02 01:40:08,NHB250802014008.RAWLUHG,NHB250802014304.RAWLUHL,NHB250802015008.RAWLUHP,NHB250802015304.RAWLUHU,2025-08-02 01:40:08,2025-08-02 01:40:08,NHB250802014008.RAWLUHG,Long Range,0.0,2025-08-02 02:40:08,2025-08-02 02:40:08,NHB250802024008.RAWLUJS,Long Range,0.0,2025-08-02 03:40:08,2025-08-02 03:40:08,NHB250802034008.RAWLUL1,Long Range,0.0,2025-08-02 04:40:08,2025-08-02 04:40:07,NHB250802044007.RAWLUMA,Long Range,1.0
78,2025-08-02 02:00:07,NHB250802020007.RAWLUHX,NHB250802020303.RAWLUJ1,NHB250802021008.RAWLUJ4,NHB250802021304.RAWLUJ8,2025-08-02 02:00:07,2025-08-02 02:00:07,NHB250802020007.RAWLUHX,Long Range,0.0,2025-08-02 03:00:07,2025-08-02 03:00:08,NHB250802030008.RAWLUK6,Long Range,1.0,2025-08-02 04:00:07,2025-08-02 04:00:08,NHB250802040008.RAWLULF,Long Range,1.0,2025-08-02 05:00:07,2025-08-02 05:00:07,NHB250802050007.RAWLUMR,Long Range,0.0
79,2025-08-02 02:20:08,NHB250802022008.RAWLUJB,NHB250802022303.RAWLUJF,NHB250802023008.RAWLUJJ,NHB250802023303.RAWLUJN,2025-08-02 02:20:08,2025-08-02 02:20:08,NHB250802022008.RAWLUJB,Long Range,0.0,2025-08-02 03:20:08,2025-08-02 03:20:07,NHB250802032007.RAWLUKL,Long Range,1.0,2025-08-02 04:20:08,2025-08-02 04:20:09,NHB250802042009.RAWLULW,Long Range,1.0,2025-08-02 05:20:08,2025-08-02 05:20:07,NHB250802052007.RAWLUN5,Long Range,1.0
80,2025-08-02 02:40:08,NHB250802024008.RAWLUJS,NHB250802024303.RAWLUJW,NHB250802025008.RAWLUJZ,NHB250802025303.RAWLUK3,2025-08-02 02:40:08,2025-08-02 02:40:08,NHB250802024008.RAWLUJS,Long Range,0.0,2025-08-02 03:40:08,2025-08-02 03:40:08,NHB250802034008.RAWLUL1,Long Range,0.0,2025-08-02 04:40:08,2025-08-02 04:40:07,NHB250802044007.RAWLUMA,Long Range,1.0,2025-08-02 05:40:08,2025-08-02 05:40:08,NHB250802054008.RAWLUNK,Long Range,0.0
81,2025-08-02 03:00:08,NHB250802030008.RAWLUK6,NHB250802030304.RAWLUKA,NHB250802031007.RAWLUKD,NHB250802031304.RAWLUKH,2025-08-02 03:00:08,2025-08-02 03:00:08,NHB250802030008.RAWLUK6,Long Range,0.0,2025-08-02 04:00:08,2025-08-02 04:00:08,NHB250802040008.RAWLULF,Long Range,0.0,2025-08-02 05:00:08,2025-08-02 05:00:07,NHB250802050007.RAWLUMR,Long Range,1.0,2025-08-02 06:00:08,2025-08-02 06:00:09,NHB250802060009.RAWLUP0,Long Range,1.0
82,2025-08-02 03:20:07,NHB250802032007.RAWLUKL,NHB250802032303.RAWLUKR,NHB250802033008.RAWLUKU,NHB250802033303.RAWLUKY,2025-08-02 03:20:07,2025-08-02 03:20:07,NHB250802032007.RAWLUKL,Long Range,0.0,2025-08-02 04:20:07,2025-08-02 04:20:09,NHB250802042009.RAWLULW,Long Range,2.0,2025-08-02 05:20:07,2025-08-02 05:20:07,NHB250802052007.RAWLUN5,Long Range,0.0,2025-08-02 06:20:07,2025-08-02 06:20:08,NHB250802062008.RAWLUPE,Long Range,1.0
83,2025-08-02 03:40:08,NHB250802034008.RAWLUL1,NHB250802034303.RAWLUL5,NHB250802035008.RAWLUL8,NHB250802035304.RAWLULC,2025-08-02 03:40:08,2025-08-02 03:40:08,NHB250802034008.RAWLUL1,Long Range,0.0,2025-08-02 04:40:08,2025-08-02 04:40:07,NHB250802044007.RAWLUMA,Long Range,1.0,2025-08-02 05:40:08,2025-08-02 05:40:08,NHB250802054008.RAWLUNK,Long Range,0.0,2025-08-02 06:40:08,2025-08-02 06:40:07,NHB250802064007.RAWLUPV,Long Range,1.0
84,2025-08-02 04:00:08,NHB250802040008.RAWLULF,NHB250802040304.RAWLULK,NHB250802041008.RAWLULN,NHB250802041304.RAWLULT,2025-08-02 04:00:08,2025-08-02 04:00:08,NHB250802040008.RAWLULF,Long Range,0.0,2025-08-02 05:00:08,2025-08-02 05:00:07,NHB250802050007.RAWLUMR,Long Range,1.0,2025-08-02 06:00:08,2025-08-02 06:00:09,NHB250802060009.RAWLUP0,Long Range,1.0,2025-08-02 07:00:08,2025-08-02 07:00:08,NHB250802070008.RAWLUR9,Long Range,0.0
85,2025-08-02 04:20:09,NHB250802042009.RAWLULW,NHB250802042303.RAWLUM0,NHB250802043008.RAWLUM3,NHB250802043303.RAWLUM7,2025-08-02 04:20:09,2025-08-02 04:20:09,NHB250802042009.RAWLULW,Long Range,0.0,2025-08-02 05:20:09,2025-08-02 05:20:07,NHB250802052007.RAWLUN5,Long Range,2.0,2025-08-02 06:20:09,2025-08-02 06:20:08,NHB250802062008.RAWLUPE,Long Range,1.0,2025-08-02 07:20:09,2025-08-02 07:20:07,NHB250802072007.RAWLURP,Long Range,2.0
86,2025-08-02 04:40:07,NHB250802044007.RAWLUMA,NHB250802044304.RAWLUME,NHB250802045008.RAWLUMH,NHB250802045304.RAWLUMM,2025-08-02 04:40:07,2025-08-02 04:40:07,NHB250802044007.RAWLUMA,Long Range,0.0,2025-08-02 05:40:07,2025-08-02 05:40:08,NHB250802054008.RAWLUNK,Long Range,1.0,2025-08-02 06:40:07,2025-08-02 06:40:07,NHB250802064007.RAWLUPV,Long Range,0.0,2025-08-02 07:40:07,2025-08-02 07:40:07,NHB250802074007.RAWLUS4,Long Range,0.0
87,2025-08-02 05:00:07,NHB250802050007.RAWLUMR,NHB250802050303.RAWLUMV,NHB250802051008.RAWLUMY,NHB250802051304.RAWLUN2,2025-08-02 05:00:07,2025-08-02 05:00:07,NHB250802050007.RAWLUMR,Long Range,0.0,2025-08-02 06:00:07,2025-08-02 06:00:09,NHB250802060009.RAWLUP0,Long Range,2.0,2025-08-02 07:00:07,2025-08-02 07:00:08,NHB250802070008.RAWLUR9,Long Range,1.0,2025-08-02 08:00:07,2025-08-02 08:00:08,NHB250802080008.RAWLUSJ,Long Range,1.0
88,2025-08-02 05:20:07,NHB250802052007.RAWLUN5,NHB250802052303.RAWLUN9,NHB250802053008.RAWLUNC,NHB250802053304.RAWLUNG,2025-08-02 05:20:07,2025-08-02 05:20:07,NHB250802052007.RAWLUN5,Long Range,0.0,2025-08-02 06:20:07,2025-08-02 06:20:08,NHB250802062008.RAWLUPE,Long Range,1.0,2025-08-02 07:20:07,2025-08-02 07:20:07,NHB250802072007.RAWLURP,Long Range,0.0,2025-08-02 08:20:07,2025-08-02 08:20:07,NHB250802082007.RAWLUSZ,Long Range,0.0
89,2025-08-02 05:40:08,NHB250802054008.RAWLUNK,NHB250802054303.RAWLUNP,NHB250802055007.RAWLUNT,NHB250802055303.RAWLUNX,2025-08-02 05:40:08,2025-08-02 05:40:08,NHB250802054008.RAWLUNK,Long Range,0.0,2025-08-02 06:40:08,2025-08-02 06:40:07,NHB250802064007.RAWLUPV,Long Range,1.0,2025-08-02 07:40:08,2025-08-02 07:40:07,NHB250802074007.RAWLUS4,Long Range,1.0,2025-08-02 08:40:08,2025-08-02 08:40:07,NHB250802084007.RAWLUTD,Long Range,1.0
90,2025-08-02 06:00:09,NHB250802060009.RAWLUP0,NHB250802060303.RAWLUP4,NHB250802061007.RAWLUP7,NHB250802061304.RAWLUPB,2025-08-02 06:00:09,2025-08-02 06:00:09,NHB250802060009.RAWLUP0,Long Range,0.0,2025-08-02 07:00:09,2025-08-02 07:00:08,NHB250802070008.RAWLUR9,Long Range,1.0,2025-08-02 08:00:09,2025-08-02 08:00:08,NHB250802080008.RAWLUSJ,Long Range,1.0,2025-08-02 09:00:09,2025-08-02 09:00:08,NHB250802090008.RAWLUTU,Long Range,1.0
91,2025-08-02 06:20:08,NHB250802062008.RAWLUPE,NHB250802062304.RAWLUPJ,NHB250802063007.RAWLUPM,NHB250802063303.RAWLUPS,2025-08-02 06:20:08,2025-08-02 06:20:08,NHB250802062008.RAWLUPE,Long Range,0.0,2025-08-02 07:20:08,2025-08-02 07:20:07,NHB250802072007.RAWLURP,Long Range,1.0,2025-08-02 08:20:08,2025-08-02 08:20:07,NHB250802082007.RAWLUSZ,Long Range,1.0,2025-08-02 09:20:08,2025-08-02 09:20:07,NHB250802092007.RAWLUU8,Long Range,1.0
92,2025-08-02 06:40:07,NHB250802064007.RAWLUPV,NHB250802064304.RAWLUPZ,NHB250802065007.RAWLUR2,NHB250802065303.RAWLUR6,2025-08-02 06:40:07,2025-08-02 06:40:07,NHB250802064007.RAWLUPV,Long Range,0.0,2025-08-02 07:40:07,2025-08-02 07:40:07,NHB250802074007.RAWLUS4,Long Range,0.0,2025-08-02 08:40:07,2025-08-02 08:40:07,NHB250802084007.RAWLUTD,Long Range,0.0,2025-08-02 09:40:07,2025-08-02 09:40:08,NHB250802094008.RAWLUUN,Long Range,1.0
93,2025-08-02 07:00:08,NHB250802070008.RAWLUR9,NHB250802070304.RAWLURD,NHB250802071008.RAWLURG,NHB250802071303.RAWLURL,2025-08-02 07:00:08,2025-08-02 07:00:08,NHB250802070008.RAWLUR9,Long Range,0.0,2025-08-02 08:00:08,2025-08-02 08:00:08,NHB250802080008.RAWLUSJ,Long Range,0.0,2025-08-02 09:00:08,2025-08-02 09:00:08,NHB250802090008.RAWLUTU,Long Range,0.0,2025-08-02 10:00:08,2025-08-02 10:00:08,NHB250802100008.RAWLUV3,Long Range,0.0
94,2025-08-02 07:20:07,NHB250802072007.RAWLURP,NHB250802072303.RAWLURU,NHB250802073007.RAWLURX,NHB250802073304.RAWLUS1,2025-08-02 07:20:07,2025-08-02 07:20:07,NHB250802072007.RAWLURP,Long Range,0.0,2025-08-02 08:20:07,2025-08-02 08:20:07,NHB250802082007.RAWLUSZ,Long Range,0.0,2025-08-02 09:20:07,2025-08-02 09:20:07,NHB250802092007.RAWLUU8,Long Range,0.0,2025-08-02 10:20:07,2025-08-02 10:20:08,NHB250802102008.RAWLUVH,Long Range,1.0
95,2025-08-02 07:40:07,NHB250802074007.RAWLUS4,NHB250802074304.RAWLUS8,NHB250802075008.RAWLUSB,NHB250802075303.RAWLUSF,2025-08-02 07:40:07,2025-08-02 07:40:07,NHB250802074007.RAWLUS4,Long Range,0.0,2025-08-02 08:40:07,2025-08-02 08:40:07,NHB250802084007.RAWLUTD,Long Range,0.0,2025-08-02 09:40:07,2025-08-02 09:40:08,NHB250802094008.RAWLUUN,Long Range,1.0,2025-08-02 10:40:07,2025-08-02 10:40:07,NHB250802104007.RAWLUVY,Long Range,0.0
